economy,Country_name,Year,Population_of_compulsory_school_age_both_sexes_number,Repeaters_in_Grade_5_of_lower_secondary_general_education_female_number,Repeaters_in_grade_unknown_of_lower_secondary_general_education_both_sexes_numbe,School_age_population_last_grade_of_primary_education_female_number,School_age_population_lower_secondary_education_both_sexes_number,School_age_population_primary_education_both_sexes_number,School_age_population_secondary_education_female_number,School_age_population_tertiary_education_male_number,School_age_population_upper_secondary_education_both_sexes_number,School_life_expectancy_primary_female_years
GUY,Guyana,2000,,,0.0,,,,,,,
GUY,Guyana,2001,,,0.0,,,,,,,
GUY,Guyana,2002,,,0.0,,,,,,,
GUY,Guyana,2003,,,0.0,,,,,,,
GUY,Guyana,2004,,,0.0,,,,,,,
GUY,Guyana,2005,,,0.0,,,,,,,
GUY,Guyana,2006,,,0.0,,,,,,,
GUY,Guyana,2007,,,0.0,,,,,,,
GUY,Guyana,2008,,,0.0,,,,,,,
GUY,Guyana,2009,,,0.0,,,,,,,
GUY,Guyana,2010,,,0.0,,,,,,,
GUY,Guyana,2011,,,0.0,,,,,,,
GUY,Guyana,2012,,,0.0,,,,,,,
GUY,Guyana,2015,,,0.0,,,,,,,
GUY,Guyana,2016,,,0.0,,,,,,,
GUY,Guyana,2017,,,0.0,,,,,,,
GUY,Guyana,2018,,,0.0,,,,,,,
GUY,Guyana,2019,,,0.0,,,,,,,
HTI,Haiti,1997,1282972.0,,,,,,,,,
HTI,Haiti,1998,1302043.0,,,,,,,,,
HTI,Haiti,1999,1317538.0,,,,,,,,,
HTI,Haiti,2000,1329000.0,,,,,,,,,
HTI,Haiti,2001,1337689.0,,,,,,,,,
HTI,Haiti,2002,1343535.0,,,,,,,,,
HTI,Haiti,2003,1347769.0,,,,,,,,,
HTI,Haiti,2004,1355238.0,,,,,,,,,
HTI,Haiti,2005,1361751.0,,,,,,,,,
HTI,Haiti,2006,1370351.0,,,,,,,,,
HTI,Haiti,2007,1381304.0,,,,,,,,,
HTI,Haiti,2008,1389702.0,,,,,,,,,
HTI,Haiti,2009,1395932.0,,,,,,,,,
HTI,Haiti,2010,1401699.0,,,,,,,,,
HTI,Haiti,2011,1396877.0,,,,,,,,,
HTI,Haiti,2012,1401963.0,,,,,,,,,
HTI,Haiti,2013,1404865.0,,,,,,,,,
HTI,Haiti,2014,1409660.0,,,,,,,,,
HTI,Haiti,2015,1415776.0,,,,,,,,,
HTI,Haiti,2016,1422553.0,,,,,,,,,
HTI,Haiti,2017,1431616.0,,,,,,,,,
HTI,Haiti,2018,1442315.0,,,,,,,,,
HTI,Haiti,2019,1450704.0,,,,,,,,,
HTI,Haiti,2020,1458056.0,,,,,,,,,
HTI,Haiti,2021,1465679.0,,,,,,,,,
HTI,Haiti,2022,1472842.0,,,,,,,,,
HTI,Haiti,2023,1478020.0,,,,,,,,,
IRQ,Iraq,1971,,,,,,,,,,2.687639951705933
IRQ,Iraq,1972,,,,,,,,,,2.674200057983398
IRQ,Iraq,1973,,,,,,,,,,2.730560064315796
IRQ,Iraq,1974,,,,,,,,,,2.829799890518188
IRQ,Iraq,1975,,,,,,,,,,3.125459909439087
IRQ,Iraq,1976,,,,,,,,,,3.535379886627197
IRQ,Iraq,1977,,,,,,,,,,3.99741005897522
IRQ,Iraq,1978,,,,,,,,,,4.247419834136963
IRQ,Iraq,1979,,,,,,,,,,5.614389896392822
IRQ,Iraq,1980,,,,,,,,,,6.053850173950195
IRQ,Iraq,1981,,,,,,,,,,6.070059776306152
IRQ,Iraq,1982,,,,,,,,,,5.926149845123291
IRQ,Iraq,1983,,,,,,,,,,5.789480209350586
IRQ,Iraq,1984,,,,,,,,,,5.616399765014648
IRQ,Iraq,1985,,,,,,,,,,5.570869922637939
IRQ,Iraq,1986,,,,,,,,,,5.614500045776367
IRQ,Iraq,1987,,,,,,,,,,5.662179946899414
IRQ,Iraq,1988,,,,,,,,,,5.781889915466309
IRQ,Iraq,1989,,,,,,,,,,5.605279922485352
IRQ,Iraq,1991,,,,,,,,,,6.064640045166016
IRQ,Iraq,1992,,,,,,,,,,5.094099998474121
IRQ,Iraq,1993,,,,,,,,,,5.045780181884766
IRQ,Iraq,1996,,,,,,,,,,4.575920104980469
IRQ,Iraq,1999,,,,,,,,,,5.029910087585449
IRQ,Iraq,2000,,,,,,,,,,4.891250133514404
IRQ,Iraq,2003,,,,,,,,,,5.296559810638428
IRQ,Iraq,2004,,,,,,,,,,5.21382999420166
IRQ,Iraq,2007,,,,,,,,,,5.694169998168945
LBY,Libya,1970,,,,,,,96230.0,,,
LBY,Libya,1971,,,,,,,99527.0,,,
LBY,Libya,1972,,,,,,,104178.0,,,
LBY,Libya,1973,,,,,,,111843.0,,,
LBY,Libya,1974,,,,,,,126917.0,,,
LBY,Libya,1975,,,,,,,141181.0,,,
LBY,Libya,1976,,,,,,,157521.0,,,
LBY,Libya,1977,,,,,,,175510.0,,,
LBY,Libya,1978,,,,,,,193567.0,,,
LBY,Libya,1979,,,,,,,210097.0,,,
LBY,Libya,1980,,,,,,,224138.0,,,
LBY,Libya,1981,,,,,,,235254.0,,,
LBY,Libya,1982,,,,,,,243129.0,,,
LBY,Libya,1983,,,,,,,247760.0,,,
LBY,Libya,1984,,,,,,,250705.0,,,
LBY,Libya,1985,,,,,,,252796.0,,,
LBY,Libya,1986,,,,,,,257158.0,,,
LBY,Libya,1987,,,,,,,263235.0,,,
LBY,Libya,1988,,,,,,,270605.0,,,
LBY,Libya,1989,,,,,,,279426.0,,,
LBY,Libya,1990,,,,,,,289394.0,,,
LBY,Libya,1991,,,,,,,300171.0,,,
LBY,Libya,1992,,,,,,,309637.0,,,
LBY,Libya,1993,,,,,,,316816.0,,,
LBY,Libya,1994,,,,,,,322200.0,,,
LBY,Libya,1995,,,,,,,326388.0,,,
LBY,Libya,1996,,,,,,,329354.0,,,
LBY,Libya,1997,,,,,,,332286.0,,,
LBY,Libya,1998,,,,,,,335136.0,,,
LBY,Libya,1999,,,,,,,339082.0,,,
LBY,Libya,2000,,,,,,,343680.0,,,
LBY,Libya,2001,,,,,,,354095.0,,,
LBY,Libya,2002,,,,,,,362450.0,,,
LBY,Libya,2003,,,,,,,367572.0,,,
LBY,Libya,2004,,,,,,,369738.0,,,
LBY,Libya,2005,,,,,,,370559.0,,,
LBY,Libya,2006,,,,,,,370201.0,,,
LBY,Libya,2007,,,,,,,365073.0,,,
LBY,Libya,2008,,,,,,,360085.0,,,
LBY,Libya,2009,,,,,,,355554.0,,,
LBY,Libya,2010,,,,,,,351912.0,,,
LBY,Libya,2011,,,,,,,349275.0,,,
LBY,Libya,2012,,,,,,,315080.0,,,
LBY,Libya,2013,,,,,,,323309.0,,,
LBY,Libya,2014,,,,,,,331977.0,,,
LBY,Libya,2015,,,,,,,339377.0,,,
LBY,Libya,2016,,,,,,,346705.0,,,
LBY,Libya,2017,,,,,,,354458.0,,,
LBY,Libya,2018,,,,,,,362132.0,,,
LBY,Libya,2019,,,,,,,369474.0,,,
LBY,Libya,2020,,,,,,,376064.0,,,
LBY,Libya,2021,,,,,,,381502.0,,,
LBY,Libya,2022,,,,,,,385358.0,,,
LBY,Libya,2023,,,,,,,389584.0,,,
LIE,Liechtenstein,1998,3535.0,,,,,,,,,
LIE,Liechtenstein,1999,3575.0,,,,,,,,,
LIE,Liechtenstein,2000,3627.0,,,,,,,,,
LIE,Liechtenstein,2001,3644.0,,,,,,,,,
LIE,Liechtenstein,2002,3751.0,,,,,,,,,
LIE,Liechtenstein,2003,3772.0,,,,,,,,,
LIE,Liechtenstein,2004,3806.0,,,,,,,,,
LIE,Liechtenstein,2005,3764.0,,,,,,,,,
LIE,Liechtenstein,2006,3761.0,,,,,,,,,
LIE,Liechtenstein,2007,3733.0,,,,,,,,,
LIE,Liechtenstein,2008,3705.0,,,,,,,,,
LIE,Liechtenstein,2009,3664.0,,,,,,,,,
LIE,Liechtenstein,2010,3624.0,,,,,,,,,
LIE,Liechtenstein,2011,3553.0,,,,,,,,,
LIE,Liechtenstein,2012,3544.0,,,,,,,,,
LIE,Liechtenstein,2013,3476.0,,,,,,,,,
LIE,Liechtenstein,2014,3443.0,,,,,,,,,
LIE,Liechtenstein,2015,3414.0,,,,,,,,,
LIE,Liechtenstein,2016,3436.0,,,,,,,,,
LIE,Liechtenstein,2017,3401.0,,,,,,,,,
LIE,Liechtenstein,2018,3424.0,,,,,,,,,
LIE,Liechtenstein,2019,3451.0,,,,,,,,,
LIE,Liechtenstein,2020,3455.0,,,,,,,,,
LIE,Liechtenstein,2021,3465.0,,,,,,,,,
LIE,Liechtenstein,2022,3497.0,,,,,,,,,
LIE,Liechtenstein,2023,3437.0,,,,,,,,,
LTU,Lithuania,1970,,,,,,246575.0,,,,
LTU,Lithuania,1971,,,,,,242276.0,,,,
LTU,Lithuania,1972,,,,,,236205.0,,,,
LTU,Lithuania,1973,,,,,,228906.0,,,,
LTU,Lithuania,1974,,,,,,224027.0,,,,
LTU,Lithuania,1975,,,,,,220729.0,,,,
LTU,Lithuania,1976,,,,,,219327.0,,,,
LTU,Lithuania,1977,,,,,,219643.0,,,,
LTU,Lithuania,1978,,,,,,220759.0,,,,
LTU,Lithuania,1979,,,,,,222682.0,,,,
LTU,Lithuania,1980,,,,,,223051.0,,,,
LTU,Lithuania,1981,,,,,,221111.0,,,,
LTU,Lithuania,1982,,,,,,217776.0,,,,
LTU,Lithuania,1983,,,,,,214388.0,,,,
LTU,Lithuania,1984,,,,,,212185.0,,,,
LTU,Lithuania,1985,,,,,,212330.0,,,,
LTU,Lithuania,1986,,,,,,212848.0,,,,
LTU,Lithuania,1987,,,,,,213902.0,,,,
LTU,Lithuania,1988,,,,,,214940.0,,,,
LTU,Lithuania,1989,,,,,,215964.0,,,,
LTU,Lithuania,1990,,,,,,217057.0,,,,
LTU,Lithuania,1991,,,,,,220934.0,,,,
LTU,Lithuania,1992,,,,,,224578.0,,,,
LTU,Lithuania,1993,,,,,,228586.0,,,,
LTU,Lithuania,1994,,,,,,233003.0,,,,
LTU,Lithuania,1995,,,,,,233540.0,,,,
LTU,Lithuania,1996,,,,,,231370.0,,,,
LTU,Lithuania,1997,,,,,,227093.0,,,,
LTU,Lithuania,1998,,,,,,221731.0,,,,
LTU,Lithuania,1999,,,,,,215249.0,,,,
LTU,Lithuania,2000,,,,,,211530.0,,,,
LTU,Lithuania,2001,,,,,,205189.0,,,,
LTU,Lithuania,2002,,,,,,191518.0,,,,
LTU,Lithuania,2003,,,,,,178260.0,,,,
LTU,Lithuania,2004,,,,,,163716.0,,,,
LTU,Lithuania,2005,,,,,,153732.0,,,,
LTU,Lithuania,2006,,,,,,147431.0,,,,
LTU,Lithuania,2007,,,,,,142243.0,,,,
LTU,Lithuania,2008,,,,,,136402.0,,,,
LTU,Lithuania,2009,,,,,,129561.0,,,,
LTU,Lithuania,2010,,,,,,121944.0,,,,
LTU,Lithuania,2011,,,,,,114152.0,,,,
LTU,Lithuania,2012,,,,,,109361.0,,,,
LTU,Lithuania,2013,,,,,,107148.0,,,,
LTU,Lithuania,2014,,,,,,106438.0,,,,
LTU,Lithuania,2015,,,,,,105827.0,,,,
LTU,Lithuania,2016,,,,,,107096.0,,,,
LTU,Lithuania,2017,,,,,,109633.0,,,,
LTU,Lithuania,2018,,,,,,111855.0,,,,
LTU,Lithuania,2019,,,,,,114257.0,,,,
LTU,Lithuania,2020,,,,,,115425.0,,,,
LTU,Lithuania,2021,,,,,,115032.0,,,,
LTU,Lithuania,2022,,,,,,114071.0,,,,
LTU,Lithuania,2023,,,,,,116051.0,,,,
LVA,Latvia,1998,397925.0,,,,,,,,,
LVA,Latvia,1999,385030.0,,,,,,,,,
LVA,Latvia,2000,369630.0,,,,,,,,,
LVA,Latvia,2001,350879.0,,,,,,,,,
LVA,Latvia,2002,330861.0,,,,,,,,,
LVA,Latvia,2003,310643.0,,,,,,,,,
LVA,Latvia,2004,289901.0,,,,,,,,,
LVA,Latvia,2005,271133.0,,,,,,,,,
LVA,Latvia,2006,255338.0,,,,,,,,,
LVA,Latvia,2007,240196.0,,,,,,,,,
LVA,Latvia,2008,227833.0,,,,,,,,,
LVA,Latvia,2009,217828.0,,,,,,,,,
LVA,Latvia,2010,210906.0,,,,,,,,,
LVA,Latvia,2011,206571.0,,,,,,,,,
LVA,Latvia,2012,205931.0,,,,,,,,,
LVA,Latvia,2013,208245.0,,,,,,,,,
LVA,Latvia,2014,211896.0,,,,,,,,,
LVA,Latvia,2015,214828.0,,,,,,,,,
LVA,Latvia,2016,214938.0,,,,,,,,,
LVA,Latvia,2017,214156.0,,,,,,,,,
LVA,Latvia,2018,215508.0,,,,,,,,,
LVA,Latvia,2019,217460.0,,,,,,,,,
LVA,Latvia,2020,220171.0,,,,,,,,,
LVA,Latvia,2021,223787.0,,,,,,,,,
LVA,Latvia,2022,226062.0,,,,,,,,,
LVA,Latvia,2023,219432.0,,,,,,,,,
MAR,Morocco,1998,3977924.0,,,,,,,,,
MAR,Morocco,1999,3971117.0,,,,,,,,,
MAR,Morocco,2000,5942572.0,,,,,,,,,
MAR,Morocco,2001,5914844.0,,,,,,,,,
MAR,Morocco,2002,5878893.0,,,,,,,,,
MAR,Morocco,2003,5843024.0,,,,,,,,,
MAR,Morocco,2004,5816589.0,,,,,,,,,
MAR,Morocco,2005,5777149.0,,,,,,,,,
MAR,Morocco,2006,5720432.0,,,,,,,,,
MAR,Morocco,2007,5665825.0,,,,,,,,,
MAR,Morocco,2008,5616229.0,,,,,,,,,
MAR,Morocco,2009,5571807.0,,,,,,,,,
MAR,Morocco,2010,5540154.0,,,,,,,,,
MAR,Morocco,2011,5525036.0,,,,,,,,,
MAR,Morocco,2012,5521378.0,,,,,,,,,
MAR,Morocco,2013,5523911.0,,,,,,,,,
MAR,Morocco,2014,5539113.0,,,,,,,,,
MAR,Morocco,2015,5571490.0,,,,,,,,,
MAR,Morocco,2016,5615988.0,,,,,,,,,
MAR,Morocco,2017,5672282.0,,,,,,,,,
MAR,Morocco,2018,5747015.0,,,,,,,,,
MAR,Morocco,2019,5823193.0,,,,,,,,,
MAR,Morocco,2020,5899773.0,,,,,,,,,
MAR,Morocco,2021,5967161.0,,,,,,,,,
MAR,Morocco,2022,6024063.0,,,,,,,,,
MAR,Morocco,2023,6055463.0,,,,,,,,,
MDA,Moldova,2000,,,,,,,,,140836.0,
MDA,Moldova,2001,,,,,,,,,146506.0,
MDA,Moldova,2002,,,,,,,,,145491.0,
MDA,Moldova,2003,,,,,,,,,148562.0,
MDA,Moldova,2004,,,,,,,,,147658.0,
MDA,Moldova,2005,,,,,,,,,144418.0,
MDA,Moldova,2006,,,,,,,,,139195.0,
MDA,Moldova,2007,,,,,,,,,134063.0,
MDA,Moldova,2008,,,,,,,,,127401.0,
MDA,Moldova,2009,,,,,,,,,120783.0,
MDA,Moldova,2010,,,,,,,,,115824.0,
MDA,Moldova,2011,,,,,,,,,110546.0,
MDA,Moldova,2012,,,,,,,,,103161.0,
MDA,Moldova,2013,,,,,,,,,96186.0,
MDA,Moldova,2014,,,,,,,,,75691.0,
MDA,Moldova,2015,,,,,,,,,68659.0,
MDA,Moldova,2016,,,,,,,,,63089.0,
MDA,Moldova,2017,,,,,,,,,92003.0,
MDA,Moldova,2018,,,,,,,,,86880.0,
MDA,Moldova,2019,,,,,,,,,84618.0,
MDA,Moldova,2020,,,,,,,,,81217.0,
MDA,Moldova,2021,,,,,,,,,82138.0,
MDA,Moldova,2022,,,,,,,,,82728.0,
MDA,Moldova,2023,,,,,,,,,133808.0,
MDG,Madagascar,1971,,,,,,,,,,4.57390022277832
MDG,Madagascar,1972,,,,,,,,,,4.915040016174316
MDG,Madagascar,1973,,,,,,,,,,4.797369956970215
MDG,Madagascar,1974,,,,,,,,,,4.65684986114502
MDG,Madagascar,1975,,,,,,,,,,5.001780033111572
MDG,Madagascar,1976,,,,,,,,,,4.785860061645508
MDG,Madagascar,1977,,,,,,,,,,5.078929901123047
MDG,Madagascar,1978,,,,,,,,,,5.455920219421387
MDG,Madagascar,1979,,,,,,,,,,5.399919986724854
MDG,Madagascar,1980,,,,,,,,,,5.800670146942139
MDG,Madagascar,1981,,,,,,,,,,6.20757007598877
MDG,Madagascar,1982,,,,,,,,,,6.059040069580078
MDG,Madagascar,1983,,,,,,,,,,5.552750110626221
MDG,Madagascar,1985,,,,,,,,,,5.228750228881836
MDG,Madagascar,1988,,,,,,,,,,4.547289848327637
MDG,Madagascar,1989,,,,,,,,,,4.772280216217041
MDG,Madagascar,1990,,,,,,,,,,4.627230167388916
MDG,Madagascar,1991,,,,,,,,,,4.614930152893066
MDG,Madagascar,1992,,,,,,,,,,4.155809879302979
MDG,Madagascar,1993,,,,,,,,,,4.122620105743408
MDG,Madagascar,1994,,,,,,,,,,4.060120105743408
MDG,Madagascar,1995,,,,,,,,,,4.249249935150146
MDG,Madagascar,1996,,,,,,,,,,4.277309894561768
MDG,Madagascar,1998,,,,,,,,,,4.403439998626709
MDG,Madagascar,1999,,,,,,,,,,4.772709846496582
MDG,Madagascar,2000,,,,,,,,,,5.074699878692627
MDG,Madagascar,2001,,,,,,,,,,5.101880073547363
MDG,Madagascar,2002,,,,,,,,,,5.126639842987061
MDG,Madagascar,2003,,,,,,,,,,5.850419998168945
MDG,Madagascar,2004,,,,,,,,,,6.63824987411499
MDG,Madagascar,2005,,,,,,,,,,6.878369808197021
MDG,Madagascar,2006,,,,,,,,,,6.871039867401123
MDG,Madagascar,2007,,,,,,,,,,6.963399887084961
MDG,Madagascar,2008,,,,,,,,,,7.140069961547852
MDG,Madagascar,2009,,,,,,,,,,7.537799835205078
MDG,Madagascar,2010,,,,,,,,,,7.240059852600098
MDG,Madagascar,2011,,,,,,,,,,7.188290119171143
MDG,Madagascar,2012,,,,,,,,,,7.204969882965088
MDG,Madagascar,2013,,,,,,,,,,7.194829940795898
MDG,Madagascar,2014,,,,,,,,,,7.243030071258545
MDG,Madagascar,2015,,,,,,,,,,7.335030078887939
MDG,Madagascar,2016,,,,,,,,,,7.144629955291748
MDG,Madagascar,2018,,,,,,,,,,7.039619922637939
MDG,Madagascar,2019,,,,,,,,,,6.671549797058105
MLI,Mali,1970,,,0.0,,,,,,,
MLI,Mali,1971,,,0.0,,,,,,,
MLI,Mali,1972,,,0.0,,,,,,,
MLI,Mali,1973,,,0.0,,,,,,,
MLI,Mali,1974,,,0.0,,,,,,,
MLI,Mali,1975,,,0.0,,,,,,,
MLI,Mali,1976,,,0.0,,,,,,,
MLI,Mali,1977,,,0.0,,,,,,,
MLI,Mali,1978,,,0.0,,,,,,,
MLI,Mali,1979,,,0.0,,,,,,,
MLI,Mali,1980,,,0.0,,,,,,,
MLI,Mali,1981,,,0.0,,,,,,,
MLI,Mali,1982,,,0.0,,,,,,,
MLI,Mali,1983,,,0.0,,,,,,,
MLI,Mali,1984,,,0.0,,,,,,,
MLI,Mali,1985,,,0.0,,,,,,,
MLI,Mali,1986,,,0.0,,,,,,,
MLI,Mali,1987,,,0.0,,,,,,,
MLI,Mali,1988,,,0.0,,,,,,,
MLI,Mali,1989,,,0.0,,,,,,,
MLI,Mali,1990,,,0.0,,,,,,,
MLI,Mali,1991,,,0.0,,,,,,,
MLI,Mali,1992,,,0.0,,,,,,,
MLI,Mali,1993,,,0.0,,,,,,,
MLI,Mali,1994,,,0.0,,,,,,,
MLI,Mali,1995,,,0.0,,,,,,,
MLI,Mali,1996,,,0.0,,,,,,,
MLI,Mali,1997,,,0.0,,,,,,,
MLI,Mali,1998,,,0.0,,,,,,,
MLI,Mali,1999,,,0.0,,,,,,,
MLI,Mali,2000,,,0.0,,,,,,,
MLI,Mali,2001,,,0.0,,,,,,,
MLI,Mali,2002,,,0.0,,,,,,,
MLI,Mali,2003,,,0.0,,,,,,,
MLI,Mali,2004,,,0.0,,,,,,,
MLI,Mali,2005,,,0.0,,,,,,,
MLI,Mali,2006,,,0.0,,,,,,,
MLI,Mali,2007,,,0.0,,,,,,,
MLI,Mali,2008,,,0.0,,,,,,,
MLI,Mali,2009,,,0.0,,,,,,,
MLI,Mali,2010,,,0.0,,,,,,,
MLI,Mali,2011,,,0.0,,,,,,,
MLI,Mali,2012,,,0.0,,,,,,,
MLI,Mali,2013,,,0.0,,,,,,,
MLI,Mali,2014,,,0.0,,,,,,,
MLI,Mali,2015,,,0.0,,,,,,,
MLI,Mali,2016,,,0.0,,,,,,,
MLI,Mali,2017,,,0.0,,,,,,,
MLI,Mali,2018,,,0.0,,,,,,,
MOZ,Mozambique,1970,,0.0,,,,,,,,
MOZ,Mozambique,1971,,0.0,,,,,,,,
MOZ,Mozambique,1972,,0.0,,,,,,,,
MOZ,Mozambique,1973,,0.0,,,,,,,,
MOZ,Mozambique,1974,,0.0,,,,,,,,
MOZ,Mozambique,1975,,0.0,,,,,,,,
MOZ,Mozambique,1976,,0.0,,,,,,,,
MOZ,Mozambique,1977,,0.0,,,,,,,,
MOZ,Mozambique,1978,,0.0,,,,,,,,
MOZ,Mozambique,1979,,0.0,,,,,,,,
MOZ,Mozambique,1980,,0.0,,,,,,,,
MOZ,Mozambique,1981,,0.0,,,,,,,,
MOZ,Mozambique,1982,,0.0,,,,,,,,
MOZ,Mozambique,1983,,0.0,,,,,,,,
MOZ,Mozambique,1984,,0.0,,,,,,,,
MOZ,Mozambique,1985,,0.0,,,,,,,,
MOZ,Mozambique,1986,,0.0,,,,,,,,
MOZ,Mozambique,1987,,0.0,,,,,,,,
MOZ,Mozambique,1988,,0.0,,,,,,,,
MOZ,Mozambique,1989,,0.0,,,,,,,,
MOZ,Mozambique,1990,,0.0,,,,,,,,
MOZ,Mozambique,1991,,0.0,,,,,,,,
MOZ,Mozambique,1992,,0.0,,,,,,,,
MOZ,Mozambique,1993,,0.0,,,,,,,,
MOZ,Mozambique,1994,,0.0,,,,,,,,
MOZ,Mozambique,1995,,0.0,,,,,,,,
MOZ,Mozambique,1996,,0.0,,,,,,,,
MOZ,Mozambique,1997,,0.0,,,,,,,,
MOZ,Mozambique,1998,,0.0,,,,,,,,
MOZ,Mozambique,1999,,0.0,,,,,,,,
MOZ,Mozambique,2000,,0.0,,,,,,,,
MOZ,Mozambique,2001,,0.0,,,,,,,,
MOZ,Mozambique,2002,,0.0,,,,,,,,
MOZ,Mozambique,2003,,0.0,,,,,,,,
MOZ,Mozambique,2004,,0.0,,,,,,,,
MOZ,Mozambique,2005,,0.0,,,,,,,,
MOZ,Mozambique,2006,,0.0,,,,,,,,
MOZ,Mozambique,2007,,0.0,,,,,,,,
MOZ,Mozambique,2008,,0.0,,,,,,,,
MOZ,Mozambique,2009,,0.0,,,,,,,,
MOZ,Mozambique,2010,,0.0,,,,,,,,
MOZ,Mozambique,2011,,0.0,,,,,,,,
MOZ,Mozambique,2012,,0.0,,,,,,,,
MOZ,Mozambique,2013,,0.0,,,,,,,,
MOZ,Mozambique,2014,,0.0,,,,,,,,
MOZ,Mozambique,2015,,0.0,,,,,,,,
MOZ,Mozambique,2016,,0.0,,,,,,,,
MOZ,Mozambique,2017,,0.0,,,,,,,,
MOZ,Mozambique,2018,,0.0,,,,,,,,
MOZ,Mozambique,2019,,0.0,,,,,,,,
MOZ,Mozambique,2020,,0.0,,,,,,,,
MOZ,Mozambique,2021,,0.0,,,,,,,,
MOZ,Mozambique,2022,,0.0,,,,,,,,
MOZ,Mozambique,2023,,0.0,,,,,,,,
NZL,New Zealand,1970,,0.0,,,,371722.0,,,158028.0,
NZL,New Zealand,1971,,0.0,,,,369623.0,,,161671.0,
NZL,New Zealand,1972,,0.0,,,,368197.0,,,165530.0,
NZL,New Zealand,1973,,0.0,,,,366484.0,,,170385.0,
NZL,New Zealand,1974,,0.0,,,,365399.0,,,175849.0,
NZL,New Zealand,1975,,0.0,,,,367420.0,,,180492.0,
NZL,New Zealand,1976,,0.0,,,,372337.0,,,185447.0,
NZL,New Zealand,1977,,0.0,,,,375895.0,,,191191.0,
NZL,New Zealand,1978,,0.0,,,,375318.0,,,195015.0,
NZL,New Zealand,1979,,0.0,,,,370808.0,,,195016.0,
NZL,New Zealand,1980,,0.0,,,,362073.0,,,191289.0,
NZL,New Zealand,1981,,0.0,,,,352691.0,,,184810.0,
NZL,New Zealand,1982,,0.0,,,,343375.0,,,179775.0,
NZL,New Zealand,1983,,0.0,,,,332463.0,,,178868.0,
NZL,New Zealand,1984,,0.0,,,,322589.0,,,180493.0,
NZL,New Zealand,1985,,0.0,,,,314838.0,,,183121.0,
NZL,New Zealand,1986,,0.0,,,,309056.0,,,184738.0,
NZL,New Zealand,1987,,0.0,,,,304662.0,,,185280.0,
NZL,New Zealand,1988,,0.0,,,,301209.0,,,184437.0,
NZL,New Zealand,1989,,0.0,,,,299449.0,,,180289.0,
NZL,New Zealand,1990,,0.0,,,,300193.0,,,173998.0,
NZL,New Zealand,1991,,0.0,,,,310842.0,,,170494.0,
NZL,New Zealand,1992,,0.0,,,,313037.0,,,165065.0,
NZL,New Zealand,1993,,0.0,,,,316716.0,,,160920.0,
NZL,New Zealand,1994,,0.0,,,,324091.0,,,158798.0,
NZL,New Zealand,1995,,0.0,,,,333471.0,,,158967.0,
NZL,New Zealand,1996,,0.0,,,,344739.0,,,161313.0,
NZL,New Zealand,1997,,0.0,,,,355251.0,,,163570.0,
NZL,New Zealand,1998,,0.0,,,,362574.0,,,163481.0,
NZL,New Zealand,1999,,0.0,,,,365394.0,,,162776.0,
NZL,New Zealand,2000,,0.0,,,,364020.0,,,164450.0,
NZL,New Zealand,2001,,0.0,,,,358460.0,,,167240.0,
NZL,New Zealand,2002,,0.0,,,,356180.0,,,171830.0,
NZL,New Zealand,2003,,0.0,,,,356610.0,,,177410.0,
NZL,New Zealand,2004,,0.0,,,,354240.0,,,181970.0,
NZL,New Zealand,2005,,0.0,,,,353450.0,,,187610.0,
NZL,New Zealand,2006,,0.0,,,,352230.0,,,192920.0,
NZL,New Zealand,2007,,0.0,,,,350970.0,,,193510.0,
NZL,New Zealand,2008,,0.0,,,,350520.0,,,191910.0,
NZL,New Zealand,2009,,0.0,,,,350960.0,,,188450.0,
NZL,New Zealand,2010,,0.0,,,,351900.0,,,188060.0,
NZL,New Zealand,2011,,0.0,,,,350600.0,,,187230.0,
NZL,New Zealand,2012,,0.0,,,,351520.0,,,186680.0,
NZL,New Zealand,2013,,0.0,,,,357300.0,,,186420.0,
NZL,New Zealand,2014,,0.0,,,,365130.0,,,185310.0,
NZL,New Zealand,2015,,0.0,,,,373770.0,,,187030.0,
NZL,New Zealand,2016,,0.0,,,,382490.0,,,188660.0,
NZL,New Zealand,2017,,0.0,,,,390180.0,,,189460.0,
NZL,New Zealand,2018,,0.0,,,,393980.0,,,188360.0,
NZL,New Zealand,2019,,0.0,,,,394890.0,,,187280.0,
NZL,New Zealand,2020,,0.0,,,,396880.0,,,188280.0,
NZL,New Zealand,2021,,0.0,,,,393030.0,,,188540.0,
NZL,New Zealand,2022,,0.0,,,,389050.0,,,191950.0,
NZL,New Zealand,2023,,0.0,,,,384315.0,,,195491.0,
OMN,Oman,1970,,,,,,,,27667.0,,
OMN,Oman,1971,,,,,,,,27938.0,,
OMN,Oman,1972,,,,,,,,29037.0,,
OMN,Oman,1973,,,,,,,,30331.0,,
OMN,Oman,1974,,,,,,,,31353.0,,
OMN,Oman,1975,,,,,,,,33092.0,,
OMN,Oman,1976,,,,,,,,35100.0,,
OMN,Oman,1977,,,,,,,,37458.0,,
OMN,Oman,1978,,,,,,,,40083.0,,
OMN,Oman,1979,,,,,,,,42866.0,,
OMN,Oman,1980,,,,,,,,45648.0,,
OMN,Oman,1981,,,,,,,,48332.0,,
OMN,Oman,1982,,,,,,,,51079.0,,
OMN,Oman,1983,,,,,,,,53796.0,,
OMN,Oman,1984,,,,,,,,56364.0,,
