INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
UIS.NARA.AGM1.Q3.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.NARA.AGM1.M.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",PSE,West Bank and Gaza,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083160042762756,,,,,,0.9231200218200684,,,
UIS.NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",CRI,Costa Rica,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,60.90000152587891,55.70000076293945,63.5,78.4000015258789,90.59999847412108,84.4000015258789,81.5,85.0,80.4000015258789,84.69999694824219,95.0,90.5,87.80000305175781,85.9000015258789,88.9000015258789,97.8000030517578,98.8000030517578,97.0,100.0,100.0,
UIS.NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",MRT,Mauritania,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.36182022094727,,,,31.0021800994873,,,,67.39478302001953,,,,,,17.92684936523438,,
UIS.NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1.F.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",SUR,Suriname,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,
UIS.NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1.F.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",TON,Tonga,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
UIS.NARA.AGM1.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",MOZ,Mozambique,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.106119990348816,,,,,1.146080017089844,,,1.150589942932129,,,,,,,,,,,,
UIS.NARA.AGM1.Q4.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1.M.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",KEN,Kenya,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,1.050729990005493,,,,,,,0.997219979763031,,
UIS.NARA.AGM1.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile (%)",F,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",MOZ,Mozambique,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08236694335938,,,,,80.560546875,,,83.58841705322266,,,,,,,,,,,,
UIS.NARA.AGM1.Q5.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.F.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",KGZ,Kyrgyz Republic,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,
UIS.NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",TUN,Tunisia,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,
UIS.NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",ZMB,Zambia,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,0.8996999859809875,,,,,1.049239993095398,,,,,
UIS.NARA.AGM1.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile (%)",M,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LSO,Lesotho,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.32424163818359,,,,74.03839874267578,,,,,88.573486328125,,,,94.72631072998048,,,,,
UIS.NARA.AGM1.Q5.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1.M.LPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)",BOL,Bolivia,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,
UIS.NARA.AGM1.RUR,"Adjusted net attendance rate, one year before the official primary entry age (%)",_T,RUR,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",CHL,Chile,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90000152587891,,,58.79999923706055,,,70.30000305175781,,,71.80000305175781,,88.5999984741211,,90.8000030517578,,93.6999969482422,,92.8000030517578,,,83.5,,94.09999847412108,
UIS.NARA.AGM1.RUR,"Adjusted net attendance rate, one year before the official primary entry age (%)",_T,RUR,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",NER,Niger,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29543972015381,,,,,,40.84320068359375,,,,,,,42.80525970458984,,,,
UIS.NARA.AGM1.RUR.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",_T,RUR,_T,_Z,UIS.NARA.AGM1.F.WPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)",UZB,Uzbekistan,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,
UIS.NARA.AGM1.RUR.GPIA,"Adjusted net attendance rate, one year before the official primary entry age adjusted gender parity index (GPIA)",_T,RUR,_T,_Z,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",BRA,Brazil,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024500012397766,1.104400038719177,1.110700011253357,1.047600030899048,1.053400039672852,1.047799944877625,1.042899966239929,0.9930999875068665,1.053799986839294,,1.023800015449524,1.041599988937378,0.9775999784469604,1.043900012969971,1.029299974441528,0.9871000051498412,1.033499956130981,1.004199981689453,0.9988999962806702,1.03600001335144,0.9950000047683716,1.016499996185303,
UIS.NARA.AGM1.RUR.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",_T,RUR,_T,_Z,UIS.NARA.AGM1.M.WPIA,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)",ZAF,South Africa,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
UIS.NARA.AGM1.RUR.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age poorest quintile (%)",F,RUR,_T,WB_EDSTATS_Q1,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LAO,Lao PDR,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02990913391113,,,,,,29.36140060424805,,,,,54.20515060424805,,,,,,
UIS.NARA.AGM1.RUR.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age poorest quintile (%)",M,RUR,_T,WB_EDSTATS_Q1,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",MEX,Mexico,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39396667480467,,,,,,,
UIS.NARA.AGM1.RUR.Q2,"Adjusted net attendance rate, one year before the official primary entry age second quintile, (%)",_T,RUR,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",BGD,Bangladesh,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.94818115234375,,,,,69.55182647705078,,9.690000534057615,77.7027816772461,,,,,74.2623062133789,,,,
UIS.NARA.AGM1.RUR.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age second quintile (%)",F,RUR,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",CAF,Central African Republic,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62849998474121,,,,29.58535003662109,,,,,,,,,31.2381591796875,,,,
UIS.NARA.AGM1.RUR.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age second quintile (%)",M,RUR,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LBR,Liberia,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.60947036743164,,,,,,62.99740982055664,,,,,,38.88734817504883,,,,
UIS.NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age middle quintile, adjusted gender parity index (GPIA)",_T,RUR,_T,WB_EDSTATS_Q3,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",GMB,"Gambia, The","Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82955002784729,,,,1.012619972229004,,,1.053509950637817,,,,,0.9376800060272216,,0.8877800107002258,,,
UIS.NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age middle quintile, adjusted gender parity index (GPIA)",_T,RUR,_T,WB_EDSTATS_Q3,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",KGZ,Kyrgyz Republic,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.150220036506653,,1.075680017471313,,,,0.9801899790763856,,,,,
UIS.NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age middle quintile, adjusted gender parity index (GPIA)",_T,RUR,_T,WB_EDSTATS_Q3,UIS.NARA.AGM1.GPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)",UGA,Uganda,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8207200169563293,,,,,1.051130056381226,,,,,0.9973800182342528,,,,,,,
UIS.NARA.AGM1.RUR.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age middle quintile (%)",M,RUR,_T,WB_EDSTATS_Q3,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",TUR,Turkey,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,
UIS.NARA.AGM1.RUR.Q4,"Adjusted net attendance rate, one year before the official primary entry age fourth quintile, (%)",_T,RUR,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",THA,Thailand,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04000091552734,,,,,,,,98.05829620361328,,,99.69831848144533,,,99.31710052490234,,,,71.4756088256836
UIS.NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age fourth quintile (%)",F,RUR,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",HND,Honduras,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.56407928466795,,,,,,,,100.0,,,,
UIS.NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age fourth quintile (%)",F,RUR,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LAO,Lao PDR,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2095718383789,,,,,,80.13015747070312,,,,,88.68450164794922,,,,,,
UIS.NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age richest quintile, (%)",_T,RUR,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",GAB,Gabon,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age richest quintile, (%)",_T,RUR,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",YEM,"Yemen, Rep","Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.036029815673828,,,,,,,17.64611053466797,,,,,,,,,,
UIS.NARA.AGM1.RUR.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age richest quintile (%)",F,RUR,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",MOZ,Mozambique,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,82.08065795898438,,,,,,,,,,,,
UIS.NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age richest quintile (%)",M,RUR,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",TCD,Chad,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,32.15999984741211,,,,15.51453018188477,,,,,40.0878791809082,,,,
UIS.NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age richest quintile (%)",M,RUR,_T,WB_EDSTATS_Q5,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",ZAF,South Africa,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
UIS.NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",_T,RUR,_T,_Z,UIS.NARA.AGM1.WPIA,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",LKA,Sri Lanka,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9456499814987184,,,,,,,,,,,,,,,,,
UIS.NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",_T,RUR,_T,_Z,UIS.NARA.AGM1.WPIA,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age adjusted wealth parity index (WPIA)",TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
UIS.NARA.AGM1.URB,"Adjusted net attendance rate, one year before the official primary entry age, urban, (%)",_T,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LCA,St Lucia,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.F,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",F,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",GAB,Gabon,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.70771789550781,,,,,,,,,,,
UIS.NARA.AGM1.URB.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)",_T,URB,_T,_Z,UIS.NARA.AGM1.F.WPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)",NAM,Namibia,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,
UIS.NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",M,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",AFG,Afghanistan,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56668090820313,,,,24.54039,,,,,,,44.10956954956055,
UIS.NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",M,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",BRB,Barbados,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",M,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",KIR,Kiribati,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55171966552734,,,,
UIS.NARA.AGM1.URB.M,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",M,URB,_T,_Z,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",SDN,Sudan,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,83.02303314208984,,,,,,,,,
UIS.NARA.AGM1.URB.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)",_T,URB,_T,_Z,UIS.NARA.AGM1.M.WPIA,NUMBER,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)",QAT,Qatar,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.Q1,"Adjusted net attendance rate, one year before the official primary entry age, urban (%)",_T,URB,_T,WB_EDSTATS_Q1,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",BRB,Barbados,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.NARA.AGM1.URB.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile (%)",M,URB,_T,WB_EDSTATS_Q1,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",JOR,Jordan,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.83290863037109,,,,,,,,,,,39.21556091308594,,,,,
UIS.NARA.AGM1.URB.Q2,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, (%)",_T,URB,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",CAF,Central African Republic,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.17893981933594,,,,33.72893142700195,,,,,,,,,0.0,,,,
UIS.NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile (%)",F,URB,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",LKA,Sri Lanka,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
UIS.NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile (%)",F,URB,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",MNG,Mongolia,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,89.31436920166016,,,,94.44772338867188,,,,,
UIS.NARA.AGM1.URB.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile (%)",M,URB,_T,WB_EDSTATS_Q2,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",TZA,Tanzania,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,
UIS.NARA.AGM1.URB.Q4,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, (%)",_T,URB,_T,WB_EDSTATS_Q4,UIS.NARA.AGM1,SHARE,NUMBER,"Adjusted net attendance rate, one year before the official primary entry age, (%)",DJI,Djibouti,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
